PAU8,YAL068C
ALPHA-TUBULIN TUB1,YML085C
PUTATIVE CYSTATHIONINE GAMMA-SYNTHASE,YML082W
F1F0 ATP SYNTHASE SUBUNIT I,YML081C-A
AAF1,YML081W
PEPTIDYLPROLYL ISOMERASE CPR3,YML078W
CYP3,YML078W
TRAPP SUBUNIT BET5,YML077W
HYDROXYMETHYLGLUTARYL-COA REDUCTASE (NADPH) HMG1,YML075C
PEPTIDYLPROLYL ISOMERASE FPR3,YML074C
NPI46,YML074C
RIBOSOMAL 60S SUBUNIT PROTEIN L6A,YML073C
L6A,"YGL076C,YML073C"
YL16A,YML073C
GOLGI TRANSPORT COMPLEX SUBUNIT COG8,YML071C
DOR1,YML071C
DIHYDROXYACETONE KINASE,"YFL053W,YML070W"
FACT COMPLEX SUBUNIT POB3,YML069W
ORIGIN RECOGNITION COMPLEX SUBUNIT 1,YML065W
RAS FAMILY GTPASE TEM1,YML064C
RIBOSOMAL 40S SUBUNIT PROTEIN S1B,YML063W
RP10B,"YML063W,YML063W"
S1B,YML063W
PLC2,YML063W
MFT52,YML062C
DNA HELICASE PIF1,YML061C
TST1,YML061C
8-OXOGUANINE GLYCOSYLASE OGG1,YML060W
LYSOPHOSPHOLIPASE,"YML059C,YMR006C,YMR008C,YOL011W"
RIBONUCLEOTIDE REDUCTASE INHIBITING PROTEIN SML1,YML058W
CNA2,YML057W
YML058C-A,YML057C-A
IMP DEHYDROGENASE IMD4,YML056C
SIGNAL PEPTIDASE COMPLEX SUBUNIT SPC2,YML055W
SPY1,YML055W
FCB2,YML054C
TRANSCRIPTION REGULATOR GAL80,YML051W
U2 SNRNP COMPLEX SUBUNIT RSE1,YML049C
ECM6,YML048W
YML048W-A,YML047W-A
PHEROMONE-REGULATED K(+) TRANSPORTER PRM6,YML047C
KCH2,YML047C
CARNITINE O-ACETYLTRANSFERASE CAT2,YML042W
YCAT,YML042W
SWC6,YML041C
AMP DEAMINASE,YML035C
AMD3,YML035C
HEH1,YML034W
YML033W,YML034W
YML035C-A,YML034C-A
RECOMBINASE RAD52,YML032C
YML032C-A,YML031C-A
AIM31,YML030W
THIOREDOXIN PEROXIDASE TSA1,YML028W
CTPXI,YML028W
TPX1,YML028W
ZRG14,YML028W
US13,"YDR450W,YML026C"
RIBOSOMAL 40S SUBUNIT PROTEIN S18B,YML026C
S18B,"YBR048W,YML026C"
S13,"YBR189W,YDR064W,YDR450W,YML026C,YPL081W"
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML6,YML025C
ES17,"YDR447C,YML024W"
RIBOSOMAL 40S SUBUNIT PROTEIN S17A,YML024W
S17E,"YDR447C,YML024W"
RP51A,"YML024W,YML024W"
S17A,YML024W
RPL51A,YML024W
SMC5-SMC6 COMPLEX SUBUNIT NSE5,YML023C
ADENINE PHOSPHORIBOSYLTRANSFERASE APT1,YML022W
URACIL-DNA GLYCOSYLASE,YML021C
DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOTRANSFERASE,YML019W
MRS15,YML017W
SALT HOMEOSTASIS REGULATOR,"YDR436W,YML016C"
TAFII40,YML015C
TAF40,YML015C
TRNA (CARBOXYMETHYLURIDINE(34)-5-O)-METHYLTRANSFERASE,YML014W
KTI1,YML014W
SEL1,YML013W
YML013C-A,YML012C-A
TRANSCRIPTION ELONGATION FACTOR SPT5,YML010W
YML010W-A,YML009W-B
YML010W-B,YML009C-A
YML010C-B,YML009C-A
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML39,YML009C
YML39,YML009C
STEROL 24-C-METHYLTRANSFERASE,YML008C
VID1,YML008C
SED6,YML008C
LIS1,YML008C
ISE1,YML008C
PDR4,YML007W
DNA-BINDING TRANSCRIPTION FACTOR YAP1,YML007W
SNQ3,YML007W
PAR1,YML007W
TYW2,YML005W
LACTOYLGLUTATHIONE LYASE GLO1,YML004C
RAB FAMILY GTPASE YPT7,YML001W
VAM4,YML001W
AST4,YML001W
POLO KINASE CDC5,YMR001C
PKX2,YMR001C
MSD2,YMR001C
MIC17,YMR002W
TAFII48,YMR005W
MPT1,YMR005W
TSG2,YMR005W
TAF48,YMR005W
ACIREDUCTONE DIOXYGENASE (NI2+-REQUIRING),YMR009W
HEXOSE TRANSPORTER HXT2,YMR011W
TRANSLATION INITIATION FACTOR 3 SUBUNIT CLU1,YMR012W
TIF31,YMR012W
DOLICHOL KINASE,YMR013C
Z8,snR78
Z7,snR77
Z6,snR76
Z5,snR75
Z4,snR74
Z3,snR73
Z2,snR72
C-22 STEROL DESATURASE,YMR015C
CYP61,YMR015C
DBI9,YMR017W
POLYAMINE OXIDASE,YMR020W
CUA1,YMR021C
E2 UBIQUITIN-CONJUGATING PROTEIN UBC7,YMR022W
DER2,YMR022W
QRI8,YMR022W
PET53,YMR023C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML3,YMR024W
YML3,YMR024W
UBIQUITIN-PROTEIN LIGASE PEROXIN 12,YMR026C
PAS11,YMR026C
PUTATIVE METHYLTRANSFERASE,"YGR283C,YMR027W,YMR310C"
FORMIN-BINDING PROTEIN HOF1,YMR032W
CYK2,YMR032W
RSC12,YMR033W
SWP59,YMR033W
ENDOPEPTIDASE CATALYTIC SUBUNIT,YMR035W
PUTATIVE TYROSINE PROTEIN PHOSPHATASE MIH1,YMR036C
STRESS-RESPONSIVE TRANSCRIPTIONAL ACTIVATOR MSN2,YMR037C
COPPER CHAPERONE CCS1,YMR038C
LYS7,YMR038C
CCS,YMR038C
CHROMATIN-BINDING TRANSCRIPTION COACTIVATOR SUB1,YMR039C
TSP1,YMR039C
D-ARABINOSE 1-DEHYDROGENASE (NAD(P)(+)) ARA2,YMR041C
ARGRI,YMR042W
ARGR1,YMR042W
TRANSCRIPTION FACTOR MCM1,YMR043W
FUN80,YMR043W
FG-NUCLEOPORIN NUP116,YMR047C
NSP116,YMR047C
H(+)-TRANSPORTING V0 SECTOR ATPASE SUBUNIT A,"YMR054W,YOR270C"
PAC7,YMR055C
ADP/ATP CARRIER PROTEIN AAC1,YMR056C
FERROXIDASE FET3,YMR058W
SAM COMPLEX SUBUNIT SAM37,YMR060C
TOM37,YMR060C
PET3027,YMR060C
MAS37,YMR060C
CLEAVAGE POLYADENYLATION FACTOR SUBUNIT RNA14,YMR061W
GLUTAMATE N-ACETYLTRANSFERASE,YMR062C
ECM40,YMR062C
NCA1,YMR064W
FIG3,YMR065W
CUI1,YMR067C
NAA40,YMR069W
[MOT3],YMR070W
[MOT3+],YMR070W
ROX7,YMR070W
DNA-BINDING PROTEIN ABF2,YMR072W
MTTFA,YMR072W
HM,YMR072W
P19,YMR072W
ESCRT-III SUBUNIT PROTEIN VPS20,YMR077C
VPL10,YMR077C
VPT20,YMR077C
CHM6,YMR077C
CHL12,YMR078C
PHOSPHATIDYLINOSITOL/PHOSPHATIDYLCHOLINE TRANSFER PROTEIN SEC14,YMR079W
PIT1,YMR079W
ATP-DEPENDENT RNA HELICASE NAM7,YMR080C
SUP113,YMR080C
UPF1,YMR080C
MOF4,YMR080C
IFS2,YMR080C
MBR3,YMR081C
ALCOHOL DEHYDROGENASE ADH3,YMR083W
PUTATIVE GLUTAMINE--FRUCTOSE-6-PHOSPHATE TRANSAMINASE,YMR084W
PUTATIVE ADP-RIBOSE 1''-PHOSPHATE PHOSPHATASE,YMR087W
M-AAA PROTEASE SUBUNIT YTA12,YMR089C
RCA1,YMR089C
RSC7,YMR091C
SNORNA-BINDING RRNA-PROCESSING PROTEIN UTP15,YMR093W
CBF3C,YMR094W
PUTATIVE PYRIDOXAL 5'-PHOSPHATE SYNTHASE,"YFL060C,YMR095C,YNL334C"
PYRIDOXINE BIOSYNTHESIS PROTEIN SNZ1,YMR096W
PUTATIVE GTPASE MTG1,YMR097C
LRC4,YMR098C
GLUCOSE-6-PHOSPHATE 1-EPIMERASE,YMR099C
"DITRANS,POLYCIS-POLYPRENYL DIPHOSPHATE SYNTHASE","YBR002C,YDL193W,YMR101C"
PUTATIVE PROTEIN KINASE YPK2,YMR104C
YKR2,YMR104C
PHOSPHOGLUCOMUTASE PGM2,YMR105C
GAL5,YMR105C
ATP-DEPENDENT DNA HELICASE YKU80,YMR106C
HDF2,YMR106C
ACETOLACTATE SYNTHASE CATALYTIC SUBUNIT,YMR108W
THI1,YMR108W
SMR1,YMR108W
MYOSIN 5,YMR109W
HEXADECENAL DEHYDROGENASE,YMR110C
DIHYDROFOLATE SYNTHASE,YMR113W
PUTATIVE PEPTIDE HYDROLASE,YMR114C
FMP24,YMR115W
U24,snR24
RACK1,YMR116C
GUANINE NUCLEOTIDE-BINDING PROTEIN SUBUNIT BETA,YMR116C
ASU9,YMR116C
NAD1,YMR116C
CPC2,YMR116C
KINETOCHORE-ASSOCIATED NDC80 COMPLEX SUBUNIT SPC24,YMR117C
PROTEIN SHH3,YMR118C
PUTATIVE UBIQUITIN-PROTEIN LIGASE ASI1,YMR119W
BIFUNCTIONAL PHOSPHORIBOSYLAMINOIMIDAZOLECARBOXAMIDE FORMYLTRANSFERASE/IMP CYCLOHYDROLASE ADE17,YMR120C
RIBOSOMAL 60S SUBUNIT PROTEIN L15B,YMR121C
L15B,"YDR418W,YMR121C"
L13B,"YMR121C,YMR142C"
CBP80,YMR125W
GCR3,YMR125W
CBC1,YMR125W
KAT8,YMR127C
ATP-DEPENDENT RNA HELICASE ECM16,YMR128W
DHR1,YMR128W
RIBOSOME BIOSYNTHESIS PROTEIN RRB1,YMR131C
GLUCOSE-INDUCED DEGRADATION COMPLEX SUBUNIT GID8,YMR135C
DCR1,YMR135C
ARF FAMILY GTPASE CIN4,YMR138W
UGX1,YMR138W
GTP1,YMR138W
SERINE/THREONINE PROTEIN KINASE RIM11,YMR139W
MDS1,YMR139W
GSK3,YMR139W
EL13,"YDL082W,YMR142C"
RIBOSOMAL 60S SUBUNIT PROTEIN L13B,YMR142C
L13E,"YDL082W,YMR142C"
US9,"YDL083C,YMR143W"
RIBOSOMAL 40S SUBUNIT PROTEIN S16A,YMR143W
S9,"YDL083C,YMR143W"
RP61R,"YDL083C,YMR143W"
S16A,YMR143W
NADH-UBIQUINONE REDUCTASE (H(+)-TRANSLOCATING) NDE1,YMR145C
NDH1,YMR145C
TRANSLATION INITIATION FACTOR EIF3 SUBUNIT I,YMR146C
DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE-PROTEIN GLYCOTRANSFERASE,"YEL002C,YMR149W,YOR103C"
ENDOPEPTIDASE CATALYTIC SUBUNIT IMP1,YMR150C
PET-TS2858,YMR150C
FG-NUCLEOPORIN NUP53,YMR153W
CPL1,YMR154C
POLYNUCLEOTIDE 3'-PHOSPHATASE,YMR156C
FMP39,YMR157C
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN MRPS8,YMR158W
YMR158C-B,YMR158C-A
YMR158W-A,YMR158W-B
APG15,YMR159C
APG16,YMR159C
CVT11,YMR159C
SAP18,YMR159C
TYPE I HSP40 CO-CHAPERONE HLJ1,YMR161W
AMINOPHOSPHOLIPID-TRANSLOCATING P4-TYPE ATPASE DNF3,YMR162C
PHOSPHATIDATE PHOSPHATASE PAH1,YMR165C
SMP2,YMR165C
MISMATCH REPAIR ATPASE MLH1,YMR167W
PMS2,YMR167W
CSL1,YMR168C
CBF3B,YMR168C
CBF3,YMR168C
ALDEHYDE DEHYDROGENASE (NAD(+)) ALD3,YMR169C
ALDEHYDE DEHYDROGENASE (NAD(+)) ALD2,YMR170C
DNA DAMAGE-RESPONSIVE PROTEIN 48,YMR173W
FSP,YMR173W
IA3,YMR174C
POLYNUCLEOTIDE 5'-PHOSPHATASE,"YMR180C,YPL228W"
RUF3,snR83
HSP90 FAMILY CHAPERONE HSC82,YMR186W
HSP90,"YMR186W,YPL240C"
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN MRPS17,YMR188C
GLYCINE DECARBOXYLASE SUBUNIT P,YMR189W
GSD2,YMR189W
ATP-DEPENDENT DNA HELICASE SGS1,YMR190C
APP2,YMR192W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML24/YML14,YMR193W
YML14,YMR193W
YML24,YMR193W
MRPL14,YMR193W
EL36,"YMR194W,YPL249C-A"
RIBOSOMAL 60S SUBUNIT PROTEIN L36A,YMR194W
L36E,"YMR194W,YPL249C-A"
YL39,"YMR194W,YPL249C-A"
L36A,YMR194W
RPL39B,YMR194W
V-SNARE PROTEIN VTI1,YMR197C
CYCLIN CLN1,YMR199W
C-8 STEROL ISOMERASE ERG2,YMR202W
END11,YMR202W
MOM38,YMR203W
ISP42,YMR203W
6-PHOSPHOFRUCTOKINASE SUBUNIT BETA,YMR205C
ACETYL-COA CARBOXYLASE HFA1,YMR207C
MEVALONATE KINASE,YMR208W
RAR1,YMR208W
PUTATIVE CARBOXYLIC ESTER HYDROLASE,"YMR210W,YNL012W,YOR022C"
NTC85,YMR213W
"PUTATIVE 1,3-BETA-GLUCANOSYLTRANSFERASE",YMR215W
SERINE/THREONINE PROTEIN KINASE SKY1,YMR216C
GMP SYNTHASE (GLUTAMINE-HYDROLYZING),YMR217W
TRANSPORT PROTEIN PARTICLE COMPLEX II SUBUNIT TRS130,YMR218C
PHOSPHOMEVALONATE KINASE,YMR220W
PUTATIVE SERINE HYDROLASE,"YHR049W,YMR222C,YOR280C"
UBIQUITIN-SPECIFIC PROTEASE UBP8,YMR223W
MRX COMPLEX NUCLEASE SUBUNIT,YMR224C
NGS1,YMR224C
XRS4,YMR224C
RAD58,YMR224C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML44,YMR225C
YML44,YMR225C
YMR44,YMR225C
OXIDOREDUCTASE,"YMR226C,YOR037W"
TMA29,YMR226C
TAFII67,YMR227C
TAF67,YMR227C
RNA POLYMERASE SPECIFICITY FACTOR,YMR228W
ES10,"YMR230W,YOR293W"
RIBOSOMAL 40S SUBUNIT PROTEIN S10B,YMR230W
S10E,"YMR230W,YOR293W"
S10B,YMR230W
TETHERING COMPLEX SUBUNIT PEP5,YMR231W
VPT11,YMR231W
VPS11,YMR231W
VPL9,YMR231W
VAM1,YMR231W
END1,YMR231W
RNA-DNA HYBRID RIBONUCLEASE,YMR234W
GTPASE-ACTIVATING PROTEIN RNA1,YMR235C
CHROMATIN MODIFICATION PROTEIN,"YBR198C,YMR236W"
TAFII17,YMR236W
TAF17,YMR236W
EXOMER COMPLEX SUBUNIT,"YMR237W,YOR299W"
RIBONUCLEASE III,YMR239C
U2 SNRNP COMPLEX SUBUNIT CUS1,YMR240C
EL20,"YMR242C,YOR312C"
RIBOSOMAL 60S SUBUNIT PROTEIN L20A,YMR242C
L20E,"YMR242C,YOR312C"
L18A,"YMR242C,YOL120C"
RPL18A2,YMR242C
ZN(2+) TRANSPORTER ZRC1,YMR243C
OSR1,YMR243C
LONG-CHAIN FATTY ACID-COA LIGASE FAA4,YMR246W
UBIQUITIN-PROTEIN LIGASE RKR1,YMR247C
LTN1,YMR247C
GLUTAMATE DECARBOXYLASE GAD1,YMR250W
OMEGA-CLASS GLUTATHIONE TRANSFERASE,"YGR154C,YMR251W"
CYTOCHROME C OXIDASE SUBUNIT VII,YMR256C
TRNA METHYLATION PROTEIN TRM732,YMR259C
PUTATIVE ENDODEOXYRIBONUCLEASE,YMR262W
KIS4,YMR264W
INORGANIC DIPHOSPHATASE PPA2,YMR267W
IPP2,YMR267W
U6 SNRNP COMPLEX SUBUNIT PRP24,YMR268C
YMR268W-A,YMR269W
OROTATE PHOSPHORIBOSYLTRANSFERASE URA10,YMR271C
SUP60,tQ(CUG)M
SUP70,tQ(CUG)M
DNA33,tQ(CUG)M
FATTY ACID ALPHA-HYDROXYLASE,YMR272C
FAH1,YMR272C
OSS1,YMR273C
NRC1,YMR273C
CKM1,YMR273C
CES1,YMR273C
CAAX PRENYL PROTEASE,YMR274C
UBIQUITIN-UBIQUITIN LIGASE BUL1,YMR275C
SMM2,YMR275C
DAG1,YMR275C
PROTEIN SERINE/THREONINE PHOSPHATASE,"YGR123C,YMR277W"
PGM3,YMR278W
PHOSPHORIBOMUTASE PRM15,YMR278W
DNA-BINDING TRANSCRIPTION FACTOR CAT8,YMR280C
MSP8,YMR280C
DIL1,YMR280C
N-ACETYLGLUCOSAMINYLPHOSPHATIDYLINOSITOL DEACETYLASE,YMR281W
ATP13,YMR282C
TRNA A64-2'-O-RIBOSYLPHOSPHATE TRANSFERASE,YMR283C
ATP-DEPENDENT DNA HELICASE YKU70,YMR284W
KU70,YMR284W
NES24,YMR284W
HDF1,YMR284W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML33,YMR286W
YML33,YMR286W
MSU1,YMR287C
U2 SNRNP COMPLEX SUBUNIT HSH155,YMR288W
AMINODEOXYCHORISMATE LYASE ABZ2,YMR289W
ATP-DEPENDENT RNA HELICASE HAS1,YMR290C
PROTEIN KINASE TDA1,YMR291W
QRS1,YMR293C
GLUTAMYL-TRNA(GLN) AMIDOTRANSFERASE SUBUNIT HER2,YMR293C
RRG6,YMR293C
GEP6,YMR293C
LRC6,YMR293C
PAC3,YMR294W
INS1,YMR294W
IBI2,YMR295C
SERINE C-PALMITOYLTRANSFERASE LCB1,YMR296C
TSC2,YMR296C
END8,YMR296C
CPY1,YMR297W
CARBOXYPEPTIDASE C PRC1,YMR297W
CPY,YMR297W
LBC1,YMR297W
SPHINGOSINE N-ACYLTRANSFERASE SUBUNIT LIP1,YMR298W
DYNEIN LIGHT INTERMEDIATE CHAIN,YMR299C
AMIDOPHOSPHORIBOSYLTRANSFERASE,YMR300C
ATP-BINDING CASSETTE FE/S CLUSTER PRECURSOR TRANSPORTER ATM1,YMR301C
PRP12,YMR302C
RNA12,YMR302C
ALCOHOL DEHYDROGENASE ADH2,YMR303C
ADR2,YMR303C
UBIQUITIN-SPECIFIC PROTEASE UBP15,YMR304W
PUTATIVE FAMILY 17 GLUCOSIDASE,"YGR279C,YMR305C"
"PUTATIVE 1,3-BETA-D-GLUCAN SYNTHASE",YMR306W
"1,3-BETA-GLUCANOSYLTRANSFERASE GAS1",YMR307W
GGP1,YMR307W
CWH52,YMR307W
KAP121,YMR308C
TRANSLATION INITIATION FACTOR EIF3 CORE SUBUNIT C,YMR309C
ELONGATOR SUBUNIT ELP6,YMR312W
KTI4,YMR312W
TOT6,YMR312W
BIFUNCTIONAL TRIGLYCERIDE LIPASE/LYSOPHOSPHATIDYLETHANOLAMINE ACYLTRANSFERASE,YMR313C
PROTEASOME CORE PARTICLE SUBUNIT ALPHA 6,YMR314W
NADP-DEPENDENT ALCOHOL DEHYDROGENASE,"YCR105W,YMR318C"
ADHVI,YMR318C
GLUTATHIONE-INDEPENDENT METHYLGLYOXALASE FAMILY PROTEIN,"YMR322C,YOR391C,YPL280W"
HSP34,YMR322C
PHOSPHOPYRUVATE HYDRATASE ERR3,YMR323W
SERIPAUPERIN PAU19,YMR325W
Y' ELEMENT ATP-DEPENDENT HELICASE PROTEIN 1 COPY 6,YNL339C
CYANAMIDE HYDRATASE,"YFL061W,YNL335W"
PYRIDOXINE BIOSYNTHESIS PROTEIN SNZ2,YNL333W
HISTONE DEACETYLASE RPD3,YNL330C
MOF6,YNL330C
SDS6,YNL330C
SDI2,YNL330C
REC3,YNL330C
AAA FAMILY ATPASE PEROXIN 6,YNL329C
PAS8,YNL329C
PALMITOYLTRANSFERASE PFA3,YNL326C
"PHOSPHATIDYLINOSITOL-3,5-BISPHOSPHATE 5-PHOSPHATASE",YNL325C
ROS3,YNL323W
BRE3,YNL323W
CLEAVAGE POLYADENYLATION FACTOR SUBUNIT PFS2,YNL317W
PREPHENATE DEHYDRATASE PHA2,YNL316C
DURM,YNL314W
TETRATRICOPEPTIDE REPEAT-CONTAINING PROTEIN EMW1,YNL313C
RPA32,YNL312W
RPA2,"YNL312W,YPR010C"
BUF1,YNL312W
PUTATIVE SCF UBIQUITIN LIGASE COMPLEX SUBUNIT SKP2,YNL311C
HEP1,YNL310C
TIM15,YNL310C
FMP28,YNL310C
SERINE/THREONINE/TYROSINE PROTEIN KINASE MCK1,YNL307C
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN YMS18,YNL306W
YMS18,YNL306W
YBH3,YNL305C
RAB FAMILY GTPASE YPT11,YNL304W
ES19,"YNL302C,YOL121C"
RIBOSOMAL 40S SUBUNIT PROTEIN S19B,YNL302C
S19E,"YNL302C,YOL121C"
RP55B,"YNL302C,YNL302C"
YS16B,YNL302C
S19B,YNL302C
S16AB,YNL302C
EL18,"YNL301C,YOL120C"
RIBOSOMAL 60S SUBUNIT PROTEIN L18B,YNL301C
L18E,"YNL301C,YOL120C"
RP28B,"YNL301C,YNL301C"
L18B,"YNL301C,YOR312C"
NON-CANONICAL POLY(A) POLYMERASE TRF5,YNL299W
SERINE/THREONINE PROTEIN KINASE CLA4,YNL298W
ERC10,YNL298W
YSL2,YNL297C
PAL2,YNL294C
RAB GTPASE-ACTIVATING PROTEIN MSB3,YNL293W
GYP3,YNL293W
PSEUDOURIDINE SYNTHASE PUS4,YNL292W
REPLICATION FACTOR C SUBUNIT 3,YNL290W
HCS26,YNL289W
CCR4-NOT CORE SUBUNIT CAF40,YNL288W
COATOMER SUBUNIT GAMMA,YNL287W
U2 SNRNP COMPLEX SUBUNIT CUS2,YNL286W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML10/YML18,YNL284C
YML10,YNL284C
YML18,YNL284C
MRPL18,YNL284C
STA3,YNL283C
DELTA(14)-STEROL REDUCTASE,YNL280C
PHEROMONE-REGULATED PROTEIN PRM1,YNL279W
HOMOSERINE O-ACETYLTRANSFERASE,YNL277W
GLYOXYLATE REDUCTASE,"YNL274C,YPL113C"
GUANINE NUCLEOTIDE EXCHANGE FACTOR SEC2,YNL272C
FORMIN BNI1,YNL271C
SHE5,"YGR159C,YNL271C"
PPF3,YNL271C
ARGININE PERMEASE ALP1,YNL270C
LYSINE PERMEASE,YNL268W
1-PHOSPHATIDYLINOSITOL 4-KINASE,YNL267W
PIK120,YNL267W
PIK41,YNL267W
PHOSPHATIDYLINOSITOL TRANSPORTER,"YNL231C,YNL264C"
SFH4,YNL264C
ISS1,"YNL049C,YNL264C"
DNA POLYMERASE EPSILON CATALYTIC SUBUNIT,YNL262W
DUN2,YNL262W
ORIGIN RECOGNITION COMPLEX SUBUNIT 5,YNL261W
RIBOSOME BIOSYNTHESIS PROTEIN LTO1,YNL260C
COPPER METALLOCHAPERONE ATX1,YNL259C
RNS1,YNL258C
LAM3,YNL257C
TRIFUNCTIONAL DIHYDROPTEROATE SYNTHETASE/DIHYDROHYDROXYMETHYLPTERIN PYROPHOSPHOKINASE/DIHYDRONEOPTERIN ALDOLASE FOL1,YNL256W
MRNA-BINDING TRANSLATIONAL ACTIVATOR GIS2,YNL255C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML17/YML30,YNL252C
YML17,YNL252C
YML30,YNL252C
MRPL30,YNL252C
NRD1 COMPLEX RNA-BINDING SUBUNIT,YNL251C
MRX COMPLEX DNA-BINDING SUBUNIT,YNL250W
DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA49,YNL248C
A49,YNL248C
CYSTEINE--TRNA LIGASE,YNL247W
U2-TYPE SPLICEOSOMAL COMPLEX SUBUNIT CWC25,YNL245C
TRANSLATION INITIATION FACTOR EIF1,YNL244C
RFR1,YNL244C
MOF2,YNL244C
MOP2,YNL243W
END4,YNL243W
APG2,YNL242W
AUT8,YNL242W
SPO72,YNL242W
GLUCOSE-6-PHOSPHATE DEHYDROGENASE,YNL241C
POS10,YNL241C
MET19,YNL241C
BLEOMYCIN HYDROLASE,YNL239W
YCP1,YNL239W
GAL6,YNL239W
BLH1,YNL239W
KEXIN KEX2,YNL238W
YSCF,YNL238W
SRB1,"YDL055C,YNL238W"
VMA45,YNL238W
QDS1,YNL238W
SSX3,YNL236W
MED16,YNL236W
RYE1,YNL236W
TSF3,YNL236W
SSN4,YNL236W
SSF5,YNL236W
SDI3,YNL236W
GAL22,YNL236W
BEL2,YNL236W
EXOSOME NON-CATALYTIC CORE SUBUNIT CSL4,YNL232W
SKI4,YNL232W
SFH3,YNL231C
ELONGIN A,YNL230C
[URE3],YNL229C
PFA1,YNL224C
CYSTEINE PROTEASE ATG4,YNL223W
AUT2,YNL223W
APG4,YNL223W
RNA POLYMERASE II SUBUNIT A C-TERMINAL DOMAIN PHOSPHATASE,YNL222W
U1,snR19
RIBONUCLEASE P/MRP PROTEIN SUBUNIT POP1,YNL221C
ADENYLOSUCCINATE SYNTHASE,YNL220W
BRA9,YNL220W
"DOLICHYL-P-MAN:MAN(6)GLCNAC(2)-PP-DOLICHOL ALPHA-1,2-MANNOSYLTRANSFERASE",YNL219C
SSDNA-DEPENDENT ATPASE MGS1,YNL218W
PUTATIVE SERINE/THREONINE-PROTEIN PHOSPHATASE,YNL217W
DNA-BINDING TRANSCRIPTION FACTOR RAP1,YNL216W
TBA1,YNL216W
GRF1,YNL216W
PAS9,YNL214W
HSP70 FAMILY ATPASE SSB2,YNL209W
YG103,YNL209W
PROTEIN KINASE RIO2,YNL207W
SPX18,YNL204C
SPX19,YNL202W
NADHX EPIMERASE,YNL200C
MRNA-BINDING PROTEIN WHI3,YNL197C
CHITIN SYNTHASE CHS1,YNL192W
USA4,YNL192W
GLUTAMINE AMIDOTRANSFERASE SUBUNIT DUG3,YNL191W
KARYOPHERIN ALPHA,YNL189W
SCM1,YNL189W
KAP60,YNL189W
UBIQUITIN-SPECIFIC PROTEASE UBP10,YNL186W
DOT4,YNL186W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML19,YNL185C
YML19,YNL185C
SERINE/THREONINE PROTEIN KINASE NPR1,YNL183C
CHROMATIN-BINDING/PRE-RRNA-PROCESSING PROTEIN IPI3,YNL182C
PUTATIVE OXIDOREDUCTASE,"YDR506C,YNL181W"
RHO FAMILY GTPASE RHO5,YNL180C
YNS0,YNL180C
SRF6,YNL179C
US3,YNL178W
RIBOSOMAL 40S SUBUNIT PROTEIN S3,YNL178W
RP13,YNL178W
YS3,YNL178W
S3,YNL178W
SUF14,YNL178W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML22,YNL177C
YML22,YNL177C
ANAPHASE PROMOTING COMPLEX SUBUNIT 1,YNL172W
PHOSPHATIDYLSERINE DECARBOXYLASE 1,YNL169C
GTPASE RIA1,YNL163C
EFL1,YNL163C
EL42,"YHR141C,YNL162W"
RIBOSOMAL 60S SUBUNIT PROTEIN L42A,YNL162W
L44E,"YHR141C,YNL162W"
YL27,"YHR141C,YNL162W"
L42A,YNL162W
L41A,"YDL184C,YNL162W"
SERINE/THREONINE PROTEIN KINASE CBK1,YNL161W
PHOSPHATASE REGULATOR,"YHR132W-A,YNL157W"
SERINE/THREONINE PROTEIN KINASE YCK2,YNL154C
TUBULIN-BINDING PREFOLDING COMPLEX SUBUNIT GIM3,YNL153C
PFD4,YNL153C
DNA-DIRECTED RNA POLYMERASE III SUBUNIT C31,YNL151C
C31,YNL151C
RPC8,YNL151C
ACP2,YNL151C
SM-LIKE PROTEIN LSM7,YNL147W
MATING PHEROMONE A,"YDR461W,YNL145W"
AMMONIUM PERMEASE MEP2,YNL142W
ADENINE DEAMINASE,YNL141W
RLR1,YNL139C
LDB5,YNL139C
ZRG13,YNL139C
U2 SNRNP COMPLEX SUBUNIT YSF3,YNL138W-A
RCP10,YNL138W-A
ADENYLATE CYCLASE-BINDING PROTEIN,YNL138W
CAP,YNL138W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN NAM9,YNL137C
MNA6,YNL137C
PEPTIDYLPROLYL ISOMERASE FPR1,YNL135C
RBP1,"YBR212W,YIR001C,YNL135C"
FKB1,YNL135C
